fecha,codigo_producto,unidades_vendidas,monto_total,num_facturas
2024-02-22,17322,1.0,69.42,1
2024-02-22,17400,1.0,77.74,1
2024-02-22,17504,2.0,105.68,1
2024-02-22,17507,2.0,100.22,1
2024-02-22,17521,2.0,51.02,1
2024-02-22,17700,1.0,72.88,1
2024-02-22,17704,1.0,74.1,1
2024-02-22,2621,1.0,52.39,1
2024-02-22,2721,1.0,41.3,1
2024-02-22,44022,2.0,165.81,1
2024-02-22,44052,1.0,46.16,1
2024-02-22,44071,1.0,27.34,1
2024-02-22,44072,1.0,43.73,1
2024-02-22,4502,2.0,92.93,1
2024-02-22,45203,1.0,37.05,1
2024-02-22,4616,2.0,57.7,1
2024-02-22,4620,6.0,100.22,1
2024-02-22,4703,2.0,112.97,1
2024-02-22,8168,1.0,14.57,1
2024-02-22,8169,1.0,14.57,1
2024-02-22,8170,1.0,17.61,1
2024-02-22,8202,1.0,27.03,1
2024-02-22,8205,1.0,27.03,1
2024-02-22,8206,1.0,27.03,1
2024-02-22,8222,2.0,99.61,1
2024-02-23,12130,1.0,61.96,1
2024-02-23,12134,1.0,61.96,1
2024-02-23,12136,2.0,123.92,2
2024-02-23,17114,1.0,70.46,1
2024-02-23,17143,1.0,78.96,1
2024-02-23,17222,1.0,67.79,1
2024-02-23,17322,2.0,138.84,2
2024-02-23,17323,1.0,72.28,1
2024-02-23,17400,1.0,77.74,1
2024-02-23,17501,1.0,53.75,1
2024-02-23,17504,4.0,211.37,1
2024-02-23,17507,4.0,200.44,4
2024-02-23,17521,1.0,25.51,1
2024-02-23,17700,1.0,72.88,1
2024-02-23,18101,1.0,78.35,1
2024-02-23,44022,5.0,414.53999999999996,2
2024-02-23,4616,3.0,86.55000000000001,2
2024-02-23,4620,10.0,167.03,4
2024-02-23,8205,2.0,54.05,1
2024-02-23,8206,1.0,27.03,1
2024-02-23,8215,1.0,20.34,1
2024-02-23,8222,1.0,49.81,1
2024-02-23,9302,1.0,29.76,1
2024-02-24,4620,1.0,16.7,1
2024-02-26,12100,1.0,19.43,1
2024-02-26,12136,1.0,61.96,1
2024-02-26,13014,1.0,32.8,1
2024-02-26,17322,1.0,69.42,1
2024-02-26,17507,1.0,50.11,1
2024-02-26,17700,1.0,72.88,1
2024-02-26,4614,1.0,21.11,1
2024-02-26,4620,4.0,66.81,2
2024-02-26,9302,4.0,119.04,1
2024-02-27,12100,4.0,77.76,2
2024-02-27,12130,2.0,123.92,2
2024-02-27,12134,1.0,61.96,1
2024-02-27,15034,2.0,140.3,2
2024-02-27,17400,2.0,161.54,2
2024-02-27,26006,4.0,16.4,2
2024-02-27,26101,4.0,18.24,2
2024-02-27,45203,2.0,74.1,2
2024-02-27,45225,2.0,104.48,2
2024-02-27,7715,4.0,185.86,2
2024-02-27,8168,2.0,29.14,2
2024-02-27,8205,2.0,54.06,2
2024-02-28,12130,1.0,61.96,1
2024-02-28,12134,1.0,61.96,1
2024-02-28,15026,1.0,67.42,1
2024-02-28,17222,1.0,67.79,1
2024-02-28,17322,2.0,138.84,2
2024-02-28,17400,3.0,251.39999999999998,3
2024-02-28,17504,1.0,52.84,1
2024-02-28,44022,1.0,82.91,1
2024-02-28,44052,1.0,46.16,1
2024-02-28,4620,4.0,66.81,2
2024-02-28,8205,4.0,108.12,1
2024-02-28,8206,1.0,27.03,1
2024-02-28,8222,1.0,49.81,1
2024-02-28,9302,1.0,29.76,1
2024-02-29,12130,1.0,61.96,1
2024-02-29,13014,1.0,32.8,1
2024-02-29,17507,1.0,50.11,1
2024-02-29,17700,1.0,72.88,1
2024-02-29,17704,1.0,74.1,1
2024-02-29,20002,2.0,77.14,1
2024-02-29,21008,2.0,37.65,1
2024-02-29,26005,2.0,8.2,1
2024-02-29,26006,2.0,8.2,1
2024-02-29,26007,4.0,12.3,1
2024-02-29,26009,6.0,24.599999999999998,2
2024-02-29,26100,5.0,33.41,1
2024-02-29,26127,3.0,13.66,1
2024-02-29,44022,2.0,165.82,2
2024-02-29,4614,1.0,21.11,1
2024-02-29,4616,1.0,28.85,1
2024-02-29,6153,1.0,38.27,1
2024-02-29,8202,1.0,27.03,1
2024-02-29,8203,1.0,27.03,1
2024-02-29,8206,1.0,27.03,1
2024-02-29,8207,1.0,27.03,1
2024-03-01,10752,1.0,43.0,1
2024-03-01,12130,1.0,61.96,1
2024-03-01,12134,1.0,61.96,1
2024-03-01,15026,1.0,67.42,1
2024-03-01,17322,1.0,69.42,1
2024-03-01,20002,1.0,38.57,1
2024-03-01,44019,1.0,128.16,1
2024-03-01,4620,3.0,50.11,2
2024-03-04,12134,1.0,61.96,1
2024-03-04,12136,2.0,123.92,2
2024-03-04,15032,1.0,73.8,1
2024-03-04,15034,1.0,70.15,1
2024-03-04,17322,1.0,69.42,1
2024-03-04,17504,3.0,158.52,3
2024-03-04,17704,1.0,74.1,1
2024-03-04,4616,1.0,28.85,1
2024-03-04,4620,1.0,16.7,1
2024-03-04,8202,1.0,27.03,1
2024-03-06,10752,1.0,43.0,1
2024-03-06,12130,4.0,247.84,4
2024-03-06,12134,3.0,185.88,3
2024-03-06,12136,5.0,309.8,5
2024-03-06,15030,2.0,145.76,2
2024-03-06,15032,1.0,73.8,1
2024-03-06,15034,5.0,350.77,3
2024-03-06,17222,2.0,135.58,2
2024-03-06,17322,1.0,69.42,1
2024-03-06,17400,3.0,251.39999999999998,3
2024-03-06,17501,1.0,53.75,1
2024-03-06,17504,2.0,105.68,2
2024-03-06,17507,1.0,50.11,1
2024-03-06,17704,1.0,74.1,1
2024-03-06,18101,2.0,156.7,2
2024-03-06,18121,1.0,57.7,1
2024-03-06,44022,1.0,82.91,1
2024-03-06,4614,1.0,21.11,1
2024-03-06,4616,1.0,28.85,1
2024-03-06,4620,5.0,83.52,3
2024-03-06,7151,1.0,119.96,1
2024-03-06,7152,2.0,239.92,2
2024-03-06,7153,1.0,119.96,1
2024-03-06,8202,1.0,27.03,1
2024-03-06,8206,1.0,27.03,1
2024-03-06,8207,1.0,27.03,1
2024-03-06,8222,1.0,49.81,1
2024-03-06,9302,1.0,29.76,1
2024-03-07,12130,2.0,123.92,2
2024-03-07,15032,1.0,73.8,1
2024-03-07,15034,1.0,70.15,1
2024-03-07,17700,1.0,72.88,1
2024-03-07,26101,3.0,9.12,2
2024-03-07,26104,1.0,6.68,1
2024-03-07,26121,2.0,0.0,1
2024-03-07,26124,3.0,13.66,1
2024-03-07,44071,1.0,27.34,1
2024-03-07,44072,1.0,43.73,1
2024-03-07,4614,1.0,21.11,1
2024-03-07,4616,1.0,28.85,1
2024-03-07,4620,1.0,16.7,1
2024-03-07,8203,2.0,54.06,2
2024-03-07,8206,2.0,54.06,2
2024-03-07,8207,1.0,27.03,1
2024-03-07,8222,1.0,49.81,1
2024-03-07,9302,1.0,29.76,1
2024-03-08,12130,1.0,61.96,1
2024-03-08,17322,1.0,69.42,1
2024-03-12,12130,2.0,123.92,2
2024-03-12,17400,1.0,83.8,1
2024-03-12,26009,2.0,8.2,1
2024-03-12,45002,1.0,23.08,1
2024-03-12,4616,1.0,28.85,1
2024-03-12,4620,3.0,50.11,1
2024-03-12,8202,1.0,27.03,1
2024-03-12,8203,2.0,54.05,1
2024-03-12,8206,1.0,27.03,1
2024-03-12,8222,1.0,49.81,1
2024-03-13,12130,1.0,61.96,1
2024-03-13,26009,6.0,24.599999999999998,2
2024-03-13,26104,2.0,13.36,2
2024-03-13,44022,1.0,82.91,1
2024-03-13,44033,4.0,259.96,2
2024-03-13,44071,2.0,54.68,2
2024-03-13,44072,2.0,87.46,2
2024-03-13,4616,1.0,28.85,1
2024-03-13,6153,2.0,76.54,2
2024-03-14,12100,1.0,19.43,1
2024-03-14,12134,1.0,61.96,1
2024-03-14,17400,1.0,83.8,1
2024-03-14,17504,2.0,105.68,2
2024-03-14,44071,1.0,27.34,1
2024-03-14,44072,1.0,43.73,1
2024-03-14,4620,1.0,16.7,1
2024-03-14,8050,1.0,15.8,1
2024-03-14,8143,1.0,27.64,1
2024-03-14,8222,1.0,49.81,1
2024-03-15,12130,1.0,61.96,1
2024-03-15,12134,1.0,61.96,1
2024-03-15,12136,1.0,61.96,1
2024-03-15,17507,1.0,50.11,1
2024-03-15,17704,1.0,74.1,1
2024-03-15,20002,1.0,38.57,1
2024-03-15,44022,1.0,82.91,1
2024-03-15,8222,1.0,49.81,1
2024-03-18,12100,1.0,19.43,1
2024-03-18,15032,1.0,73.8,1
2024-03-18,17143,1.0,78.96,1
2024-03-18,17322,1.0,69.42,1
2024-03-18,17400,1.0,83.8,1
2024-03-18,18121,1.0,57.7,1
2024-03-18,44071,1.0,27.34,1
2024-03-18,44072,1.0,43.73,1
2024-03-18,8202,1.0,27.03,1
2024-03-18,8206,1.0,27.03,1
2024-03-19,12100,1.0,19.43,1
2024-03-19,12130,1.0,61.96,1
2024-03-19,12134,1.0,61.96,1
2024-03-19,15030,1.0,72.88,1
2024-03-19,17114,2.0,140.91,1
2024-03-19,17400,1.0,83.8,1
2024-03-19,17504,3.0,158.52,2
2024-03-19,26101,2.0,9.12,1
2024-03-19,26123,2.0,9.12,1
2024-03-19,4500,2.0,69.24,1
2024-03-19,4502,1.0,46.47,1
2024-03-19,4616,1.0,28.85,1
2024-03-19,8202,1.0,27.03,1
2024-03-19,8205,1.0,27.03,1
2024-03-19,8222,1.0,49.81,1
2024-03-20,12130,3.0,185.86,2
2024-03-20,17400,3.0,251.39999999999998,2
2024-03-20,17504,2.0,105.68,2
2024-03-20,4620,3.0,50.11,2
2024-03-21,12100,1.0,19.43,1
2024-03-21,12134,2.0,123.92,2
2024-03-21,17322,1.0,69.42,1
2024-03-21,17400,1.0,83.8,1
2024-03-21,17501,1.0,53.75,1
2024-03-21,17704,1.0,74.1,1
2024-03-21,18101,1.0,78.35,1
2024-03-21,18121,1.0,57.7,1
2024-03-21,26004,2.0,8.2,1
2024-03-21,26009,3.0,12.299999999999999,1
2024-03-21,26101,1.0,4.56,1
2024-03-21,26124,2.0,9.12,1
2024-03-21,44071,1.0,27.34,1
2024-03-21,44072,1.0,43.73,1
2024-03-21,4616,2.0,57.7,1
2024-03-21,8143,1.0,27.64,1
2024-03-21,8203,1.0,27.03,1
2024-03-21,8215,1.0,20.34,1
2024-03-21,8222,1.0,49.81,1
2024-03-22,8206,1.0,27.03,1
2024-03-22,8207,1.0,27.03,1
2024-03-25,12100,2.0,38.88,1
2024-03-25,12121,1.0,29.76,1
2024-03-25,12130,4.0,247.82000000000002,3
2024-03-25,12134,2.0,123.92,2
2024-03-25,17322,1.0,69.42,1
2024-03-25,17400,2.0,167.6,1
2024-03-25,17700,1.0,72.88,1
2024-03-25,26005,4.0,16.4,1
2024-03-25,26009,6.0,24.6,1
2024-03-25,2721,1.0,41.3,1
2024-03-25,44022,2.0,165.81,1
2024-03-25,4502,1.0,46.47,1
2024-03-25,4620,13.0,217.14,4
2024-03-25,4700,1.0,44.34,1
2024-03-25,7152,1.0,119.96,1
2024-03-25,8143,1.0,27.64,1
2024-03-25,8202,3.0,81.08,2
2024-03-25,8203,2.0,54.06,2
2024-03-25,8206,3.0,81.08,2
2024-03-27,12130,1.0,61.96,1
2024-03-27,17400,2.0,167.6,2
2024-03-27,17504,1.0,52.84,1
2024-03-27,44022,1.0,82.91,1
2024-03-27,8143,1.0,27.64,1
2024-03-31,12100,1.0,19.43,1
2024-03-31,12134,1.0,61.96,1
2024-03-31,17222,1.0,67.79,1
2024-03-31,17400,1.0,83.8,1
2024-03-31,17504,1.0,52.84,1
2024-03-31,26009,8.0,32.8,1
2024-03-31,26010,4.0,16.4,1
2024-03-31,2721,1.0,41.3,1
2024-03-31,44022,1.0,82.91,1
2024-03-31,4502,1.0,46.47,1
2024-03-31,45203,1.0,37.05,1
2024-03-31,4620,1.0,16.7,1
2024-04-01,12130,1.0,61.96,1
2024-04-01,45203,2.0,74.1,1
2024-04-01,45225,1.0,52.24,1
2024-04-01,8202,2.0,54.05,1
2024-04-01,8206,3.0,81.09,1
2024-04-01,9302,1.0,29.76,1
2024-04-02,12130,2.0,123.92,2
2024-04-02,12134,1.0,61.96,1
2024-04-02,17400,1.0,83.8,1
2024-04-02,17504,1.0,52.84,1
2024-04-02,4502,1.0,46.47,1
2024-04-02,4616,1.0,28.85,1
2024-04-02,4620,3.0,50.11,1
2024-04-02,4700,1.0,44.34,1
2024-04-02,7715,1.0,46.47,1
2024-04-02,8206,1.0,27.03,1
2024-04-03,12134,1.0,61.96,1
2024-04-03,17322,2.0,138.84,2
2024-04-03,17400,1.0,83.8,1
2024-04-03,45207,2.0,79.57,1
2024-04-04,12130,1.0,61.96,1
2024-04-04,17322,1.0,69.42,1
2024-04-04,17400,1.0,83.8,1
2024-04-04,17700,1.0,72.88,1
2024-04-04,44071,1.0,27.34,1
2024-04-04,44072,1.0,43.73,1
2024-04-04,4616,1.0,28.85,1
2024-04-04,8202,1.0,27.03,1
2024-04-04,8206,2.0,54.06,2
2024-04-04,8207,1.0,27.03,1
2024-04-04,8217,1.0,20.34,1
2024-04-07,12100,2.0,38.86,2
2024-04-07,12130,3.0,185.88,3
2024-04-07,12134,2.0,123.92,2
2024-04-07,13016,2.0,65.6,1
2024-04-07,15032,1.0,73.8,1
2024-04-07,15034,2.0,140.3,2
2024-04-07,17400,4.0,335.2,4
2024-04-07,17504,1.0,52.84,1
2024-04-07,17704,2.0,148.2,2
2024-04-07,20002,2.0,77.14,2
2024-04-07,2621,1.0,52.39,1
2024-04-07,4502,2.0,92.94,2
2024-04-07,4620,1.0,16.7,1
2024-04-07,8222,1.0,49.81,1
2024-04-08,12100,2.0,38.88,1
2024-04-08,12130,1.0,61.96,1
2024-04-08,12134,1.0,61.96,1
2024-04-08,17501,1.0,53.75,1
2024-04-08,17504,2.0,105.68,1
2024-04-08,17521,2.0,51.02,1
2024-04-08,17700,1.0,72.88,1
2024-04-08,44022,2.0,165.81,1
2024-04-08,4616,2.0,57.7,1
2024-04-08,4620,3.0,50.11,2
2024-04-09,15032,1.0,73.8,1
2024-04-09,15034,1.0,70.15,1
2024-04-09,17322,1.0,69.42,1
2024-04-09,17400,1.0,83.8,1
2024-04-09,20002,1.0,38.57,1
2024-04-09,44071,1.0,27.34,1
2024-04-10,12100,3.0,58.31,2
2024-04-10,12130,2.0,123.92,2
2024-04-10,12134,2.0,123.92,2
2024-04-10,15030,2.0,145.77,1
2024-04-10,17114,2.0,140.91,1
2024-04-10,17322,5.0,347.11,4
2024-04-10,17400,2.0,167.6,2
2024-04-10,17504,3.0,158.52,2
2024-04-10,18121,1.0,57.7,1
2024-04-10,20002,1.0,38.57,1
2024-04-10,26104,6.0,40.09,1
2024-04-10,26111,2.0,9.12,1
2024-04-10,26127,2.0,9.12,1
2024-04-10,2721,2.0,82.6,1
2024-04-10,44022,2.0,165.82,2
2024-04-10,44071,1.0,27.34,1
2024-04-10,44072,1.0,43.73,1
2024-04-10,4500,1.0,34.62,1
2024-04-10,4502,1.0,46.47,1
2024-04-10,4616,7.0,201.96,2
2024-04-10,4620,14.0,233.84,2
2024-04-10,8202,1.0,27.03,1
2024-04-10,8203,3.0,81.08,2
2024-04-10,8206,4.0,108.11,3
2024-04-10,8207,3.0,81.08,2
2024-04-10,8212,2.0,40.7,1
2024-04-10,8215,2.0,40.7,1
2024-04-10,8216,2.0,40.7,1
2024-04-12,12130,1.0,61.96,1
2024-04-12,4620,2.0,33.41,1
2024-04-12,8202,1.0,27.03,1
2024-04-12,8206,2.0,54.05,1
2024-04-15,17704,1.0,74.1,1
2024-04-16,12130,1.0,61.96,1
2024-04-16,12134,2.0,123.9,1
2024-04-16,17322,1.0,69.42,1
2024-04-16,17400,1.0,83.8,1
2024-04-16,17504,1.0,52.84,1
2024-04-16,18101,1.0,78.35,1
2024-04-16,44072,1.0,43.73,1
2024-04-16,4620,2.0,33.41,1
2024-04-16,8029,1.0,48.28,1
2024-04-18,17322,1.0,69.42,1
2024-04-18,17400,1.0,83.8,1
2024-04-19,12100,2.0,38.86,2
2024-04-19,12130,6.0,371.72,4
2024-04-19,12134,1.0,61.96,1
2024-04-19,15032,1.0,73.8,1
2024-04-19,15034,2.0,140.3,2
2024-04-19,17322,2.0,138.85,1
2024-04-19,17501,1.0,53.75,1
2024-04-19,17504,3.0,158.52,3
2024-04-19,17704,1.0,74.1,1
2024-04-19,26005,2.0,8.2,1
2024-04-19,26127,5.0,22.78,1
2024-04-19,44022,2.0,165.81,1
2024-04-19,44033,1.0,64.99,1
2024-04-19,44071,2.0,54.66,1
2024-04-19,44072,1.0,43.73,1
2024-04-19,4616,1.0,28.85,1
2024-04-19,4620,1.0,16.7,1
2024-04-19,8206,4.0,108.1,2
2024-04-19,8207,2.0,54.05,1
2024-04-19,9302,1.0,29.76,1
2024-04-21,17222,2.0,135.57,1
2024-04-22,12100,1.0,19.43,1
2024-04-22,12130,2.0,123.92,2
2024-04-22,12134,2.0,123.92,2
2024-04-22,13014,1.0,32.8,1
2024-04-22,13016,1.0,32.8,1
2024-04-22,15030,1.0,72.88,1
2024-04-22,15032,1.0,73.8,1
2024-04-22,15034,1.0,70.15,1
2024-04-22,17322,3.0,208.26999999999998,2
2024-04-22,17400,3.0,251.39999999999998,2
2024-04-22,17501,2.0,107.5,1
2024-04-22,17504,2.0,105.68,2
2024-04-22,18101,1.0,78.35,1
2024-04-22,2621,1.0,52.39,1
2024-04-22,2721,1.0,41.3,1
2024-04-22,44022,2.0,165.82,2
2024-04-22,44071,1.0,27.34,1
2024-04-22,4500,1.0,34.62,1
2024-04-22,4502,2.0,92.94,2
2024-04-22,4616,4.0,115.41,1
2024-04-22,4620,3.0,50.11,1
2024-04-22,8202,2.0,54.06,2
2024-04-22,8203,2.0,54.06,2
2024-04-22,8206,1.0,27.03,1
2024-04-22,8207,1.0,27.03,1
2024-04-24,12130,1.0,61.96,1
2024-04-24,12134,1.0,61.96,1
2024-04-24,15030,1.0,72.88,1
2024-04-24,17322,1.0,69.42,1
2024-04-24,17400,1.0,83.8,1
2024-04-24,17700,1.0,72.88,1
2024-04-24,20002,1.0,38.57,1
2024-04-24,4620,1.0,16.7,1
2024-04-25,12100,2.0,38.88,1
2024-04-25,12134,1.0,61.96,1
2024-04-25,17400,1.0,83.8,1
2024-04-25,17501,1.0,53.75,1
2024-04-25,4620,2.0,33.41,1
2024-04-25,8222,1.0,49.81,1
2024-04-26,12130,1.0,61.96,1
2024-04-26,12136,1.0,61.96,1
2024-04-26,17507,2.0,100.22,1
2024-04-26,44022,1.0,82.91,1
2024-04-26,45225,1.0,52.24,1
2024-04-26,8205,2.0,54.05,1
2024-04-26,8207,2.0,54.05,1
2024-04-29,17507,1.0,50.11,1
2024-04-29,8202,1.0,27.03,1
2024-04-29,8203,1.0,27.03,1
2024-04-29,8205,1.0,27.03,1
2024-04-29,8207,1.0,27.03,1
2024-04-29,8215,1.0,20.34,1
2024-04-29,8217,1.0,20.34,1
2024-04-30,12136,2.0,123.92,2
2024-04-30,17222,1.0,67.79,1
2024-04-30,17501,1.0,53.75,1
2024-04-30,17507,5.0,250.55,3
2024-04-30,17704,1.0,74.1,1
2024-04-30,18121,1.0,57.7,1
2024-04-30,20002,1.0,38.57,1
2024-04-30,4620,1.0,16.7,1
2024-04-30,8205,1.0,27.03,1
2024-05-02,12100,1.0,19.43,1
2024-05-02,12134,2.0,123.92,2
2024-05-02,12136,1.0,61.96,1
2024-05-02,15032,2.0,147.6,2
2024-05-02,15034,1.0,70.15,1
2024-05-02,17114,1.0,70.46,1
2024-05-02,17143,1.0,78.96,1
2024-05-02,17322,1.0,69.42,1
2024-05-02,17501,3.0,161.25,2
2024-05-02,17504,2.0,105.68,1
2024-05-02,17507,4.0,200.44,3
2024-05-02,17700,1.0,72.88,1
2024-05-02,4502,1.0,46.47,1
2024-05-02,4616,2.0,57.7,2
2024-05-02,4620,1.0,16.7,1
2024-05-02,8202,1.0,27.03,1
2024-05-02,9302,2.0,59.52,1
2024-05-03,10752,1.0,43.0,1
2024-05-03,12136,1.0,61.96,1
2024-05-03,14218,3.0,170.82,2
2024-05-03,17222,2.0,135.57,1
2024-05-03,17322,2.0,138.85,1
2024-05-03,17400,1.0,83.8,1
2024-05-03,17504,3.0,158.52,2
2024-05-03,17507,5.0,250.55,4
2024-05-03,17508,1.0,52.84,1
2024-05-03,4620,3.0,50.11,1
2024-05-03,8202,1.0,27.03,1
2024-05-03,8205,2.0,54.05,1
2024-05-06,12136,1.0,61.96,1
2024-05-06,17222,1.0,67.79,1
2024-05-06,17400,1.0,83.8,1
2024-05-06,2621,1.0,52.39,1
2024-05-06,44022,1.0,82.91,1
2024-05-06,8202,1.0,27.03,1
2024-05-06,8205,1.0,27.03,1
2024-05-07,12136,2.0,123.92,2
2024-05-07,17222,1.0,67.79,1
2024-05-07,17504,1.0,52.84,1
2024-05-07,17507,1.0,50.11,1
2024-05-07,4500,1.0,34.62,1
2024-05-07,8205,2.0,54.06,2
2024-05-08,12100,2.0,38.86,2
2024-05-08,12130,4.0,247.84,4
2024-05-08,12136,4.0,247.84,4
2024-05-08,14218,2.0,113.88,2
2024-05-08,15030,1.0,72.88,1
2024-05-08,15032,1.0,73.8,1
2024-05-08,15034,1.0,70.15,1
2024-05-08,17222,3.0,203.37,3
2024-05-08,17322,3.0,208.26,3
2024-05-08,17400,3.0,251.39999999999998,3
2024-05-08,17501,4.0,215.0,4
2024-05-08,17504,3.0,158.52,3
2024-05-08,17507,6.0,300.66,3
2024-05-08,18121,1.0,57.7,1
2024-05-08,20002,1.0,38.57,1
2024-05-08,26009,4.0,16.4,1
2024-05-08,26100,1.0,6.68,1
2024-05-08,26127,3.0,13.66,1
2024-05-08,2721,1.0,41.3,1
2024-05-08,44022,2.0,165.82,2
2024-05-08,44071,1.0,27.34,1
2024-05-08,44072,1.0,43.73,1
2024-05-08,4616,2.0,57.7,2
2024-05-08,4620,2.0,33.4,2
2024-05-08,7715,1.0,46.47,1
2024-05-08,8029,1.0,48.28,1
2024-05-08,8202,1.0,27.03,1
2024-05-08,8205,6.0,162.17000000000002,5
2024-05-08,8210,1.0,27.64,1
2024-05-08,8222,2.0,99.62,2
2024-05-09,12100,1.0,19.43,1
2024-05-09,12130,1.0,61.96,1
2024-05-09,12132,1.0,61.96,1
2024-05-09,12136,1.0,61.96,1
2024-05-09,17222,1.0,67.79,1
2024-05-09,17400,1.0,83.8,1
2024-05-09,17504,1.0,52.84,1
2024-05-09,17507,2.0,100.22,2
2024-05-09,45203,1.0,37.05,1
2024-05-09,4620,2.0,33.41,1
2024-05-09,8202,1.0,27.03,1
2024-05-09,8205,2.0,54.05,1
2024-05-09,8222,1.0,49.81,1
2024-05-09,9302,2.0,59.52,1
2024-05-10,12136,1.0,61.96,1
2024-05-10,17400,1.0,83.8,1
2024-05-10,8205,1.0,27.03,1
2024-05-10,9302,2.0,59.52,1
2024-05-13,12100,2.0,38.88,1
2024-05-13,17322,1.0,69.42,1
2024-05-13,17400,1.0,83.8,1
2024-05-13,17504,1.0,52.84,1
2024-05-13,17507,2.0,100.22,2
2024-05-13,44022,1.0,82.91,1
2024-05-13,8202,3.0,81.09,1
2024-05-13,8205,2.0,54.05,1
2024-05-14,12136,1.0,61.96,1
2024-05-14,13016,2.0,65.6,1
2024-05-14,17222,1.0,67.79,1
2024-05-14,17504,1.0,52.84,1
2024-05-14,17507,3.0,150.32999999999998,2
2024-05-14,18101,1.0,78.35,1
2024-05-14,18121,1.0,57.7,1
2024-05-14,20002,1.0,38.57,1
2024-05-14,4616,1.0,28.85,1
2024-05-15,10752,1.0,43.0,1
2024-05-15,12100,1.0,19.43,1
2024-05-15,12130,1.0,61.96,1
2024-05-15,12132,1.0,61.96,1
2024-05-15,12136,4.0,247.82,3
2024-05-15,14218,1.0,56.94,1
2024-05-15,15030,1.0,72.88,1
2024-05-15,17222,4.0,271.14,2
2024-05-15,17322,4.0,277.7,1
2024-05-15,17504,3.0,158.52,2
2024-05-15,17507,2.0,100.22,1
2024-05-15,18101,2.0,156.7,2
2024-05-15,18121,2.0,115.41,1
2024-05-15,44022,2.0,165.81,1
2024-05-15,44071,3.0,82.0,1
2024-05-15,4616,2.0,57.7,1
2024-05-15,4620,1.0,16.7,1
2024-05-15,8202,1.0,27.03,1
2024-05-15,8203,2.0,54.05,1
2024-05-15,8205,2.0,54.05,1
2024-05-16,12100,1.0,19.43,1
2024-05-16,12130,1.0,61.96,1
2024-05-16,12132,1.0,61.96,1
2024-05-16,12136,1.0,61.96,1
2024-05-16,18121,2.0,115.41,1
2024-05-16,20002,2.0,77.14,1
2024-05-16,8205,1.0,27.03,1
2024-05-17,12130,1.0,61.96,1
2024-05-17,15032,1.0,73.8,1
2024-05-17,17222,2.0,135.58,2
2024-05-17,17322,1.0,69.42,1
2024-05-17,17323,1.0,72.28,1
2024-05-17,17504,1.0,52.84,1
2024-05-17,4616,2.0,57.7,1
2024-05-17,4620,1.0,16.7,1
2024-05-17,6153,1.0,38.27,1
2024-05-17,8205,2.0,54.05,1
2024-05-18,15034,1.0,70.15,1
2024-05-18,17507,1.0,50.11,1
2024-05-18,4616,2.0,57.7,1
2024-05-20,12134,1.0,61.96,1
2024-05-20,12136,1.0,61.96,1
2024-05-20,15032,1.0,73.8,1
2024-05-20,15034,1.0,70.15,1
2024-05-20,17222,1.0,67.79,1
2024-05-20,18101,1.0,78.35,1
2024-05-20,18121,1.0,57.7,1
2024-05-20,4616,1.0,28.85,1
2024-05-20,8202,2.0,54.05,1
2024-05-20,8205,2.0,54.05,1
2024-05-20,8207,1.0,27.03,1
2024-05-21,12130,1.0,61.96,1
2024-05-21,12134,2.0,123.9,1
2024-05-21,12136,3.0,185.86,2
2024-05-21,14218,2.0,113.88,1
2024-05-21,15032,3.0,221.39,2
2024-05-21,15034,1.0,70.15,1
2024-05-21,17222,2.0,135.57,1
2024-05-21,17322,2.0,138.85,1
2024-05-21,17400,3.0,251.39999999999998,2
2024-05-21,17504,3.0,158.52,2
2024-05-21,17507,1.0,50.11,1
2024-05-21,18101,1.0,78.35,1
2024-05-21,26004,2.0,8.2,1
2024-05-21,26006,2.0,8.2,1
2024-05-21,26009,2.0,8.2,1
2024-05-21,26100,2.0,13.36,1
2024-05-21,26101,3.0,13.68,2
2024-05-21,26104,2.0,13.36,1
2024-05-21,26123,5.0,22.799999999999997,2
2024-05-21,44022,2.0,165.81,1
2024-05-21,4616,6.0,173.11,1
2024-05-21,4620,10.0,167.04,1
2024-05-21,8202,1.0,27.03,1
2024-05-21,8205,2.0,54.06,2
2024-05-21,8215,2.0,40.7,1
2024-05-21,8216,2.0,40.7,1
2024-05-21,8222,2.0,99.62,2
2024-05-22,12130,1.0,61.96,1
2024-05-22,12134,1.0,61.96,1
2024-05-22,12136,2.0,123.9,1
2024-05-22,17322,1.0,69.42,1
2024-05-22,26001,3.0,12.3,1
2024-05-22,26004,1.0,4.1,1
2024-05-22,26008,2.0,8.2,1
2024-05-22,26009,1.0,4.1,1
2024-05-22,4616,4.0,115.41,1
2024-05-22,6153,1.0,38.27,1
2024-05-22,8205,2.0,54.05,1
2024-05-22,8207,2.0,54.05,1
2024-05-22,8215,1.0,20.34,1
2024-05-22,8217,1.0,20.34,1
2024-05-22,8222,1.0,49.81,1
2024-05-23,17222,1.0,67.79,1
2024-05-23,17501,1.0,53.75,1
2024-05-23,17504,1.0,52.84,1
2024-05-23,17507,1.0,50.11,1
2024-05-23,20002,1.0,38.57,1
2024-05-23,4616,4.0,115.41,1
2024-05-23,4620,2.0,33.41,1
2024-05-24,12132,1.0,61.96,1
2024-05-24,12134,1.0,61.96,1
2024-05-24,12136,1.0,61.96,1
2024-05-24,15034,1.0,70.15,1
2024-05-24,17501,1.0,53.75,1
2024-05-24,17504,3.0,158.52,2
